raw_time,name,text,time,time_difference,actual_time,debate
20:13,Chuck Todd,"Thank you, Senator Harris.",0 days 00:20:13.000000000,0 days 00:00:01.000000000,0 days 01:12:10.000000000,first_2
20:14,Kamala Harris,"These are the issues that are before us, Chuck.",0 days 00:20:14.000000000,0 days 00:00:02.000000000,0 days 01:12:11.000000000,first_2
20:16,Chuck Todd,I hear you.,0 days 00:20:16.000000000,0 days 00:00:01.000000000,0 days 01:12:13.000000000,first_2
20:17,Kamala Harris,Yes.,0 days 00:20:17.000000000,0 days 00:00:00.000000000,0 days 01:12:14.000000000,first_2
20:17,Chuck Todd,"Thank you, Senator Harris. Mayor Buttigieg, in your climate plan, if you’re elected President, in your first term, how is this going to help farmers impacted by climate change in the Midwest?",0 days 00:20:17.000000000,0 days 00:00:14.000000000,0 days 01:12:14.000000000,first_2
20:31,Pete Buttigieg,"Well, the reality is, we need to begin adapting right away, but we also can’t skip a beat on preventing climate change from getting even worse. It’s why we need aggressive and ambitious measures. It’s why we need to do a carbon tax and dividend, but I would propose we do it in a way that is rebated out to the American people in a progressive fashion so that most Americans are made more than whole.",0 days 00:20:31.000000000,0 days 00:00:21.000000000,0 days 01:12:28.000000000,first_2
20:52,Pete Buttigieg,"This isn’t theoretical for us in south Indiana. Parts of California on fire, right here in Florida they’re talking about sea level rise. Well, in Indiana, I had to activate the Emergency Operations Center of our city twice in less than two years. First time was a 1,000 year flood, and the next time was a 500 year flood. This is not just happening on the Arctic ice caps. This is happening in the middle of the country and we’ve got to be dramatically more aggressive moving forward.",0 days 00:20:52.000000000,0 days 00:00:26.000000000,0 days 01:12:49.000000000,first_2
21:18,Pete Buttigieg,"Now here’s what very few people talk about. First of all, rural American can be part of the solution instead of being told they’re part of the problem. With the right kind of soil management and other kind of investments, rural America could be a huge part of how we get this done. Secondly, we got to look to the leadership of local communities. Those networks of mayors-",0 days 00:21:18.000000000,0 days 00:00:18.000000000,0 days 01:13:15.000000000,first_2
21:36,Chuck Todd,Mayor-,0 days 00:21:36.000000000,0 days 00:00:00.000000000,0 days 01:13:33.000000000,first_2
21:36,Pete Buttigieg,Of cities from around the world who-,0 days 00:21:36.000000000,0 days 00:00:01.000000000,0 days 01:13:33.000000000,first_2
21:37,Chuck Todd,I’m trying to stick to the topic as best we can-,0 days 00:21:37.000000000,0 days 00:00:01.000000000,0 days 01:13:34.000000000,first_2
21:38,Pete Buttigieg,"Have come together, not even waiting for our national governments to catch up. We should have a Pittsburgh Summit where we bring them together as well as rejoining the Paris-",0 days 00:21:38.000000000,0 days 00:00:07.000000000,0 days 01:13:35.000000000,first_2
21:45,Chuck Todd,"Thank you, Mayor Buttigieg.",0 days 00:21:45.000000000,0 days 00:00:01.000000000,0 days 01:13:42.000000000,first_2
21:46,Rachel Maddow,"I want to bring Governor Hickenlooper into this for a moment. Governor, you have said that oil and gas companies should be a part of the solution on climate change. Lots of your colleagues on stage tonight have talked about moving away from fossil fuels entirely. Can oil and gas companies be real partners in this fight?",0 days 00:21:46.000000000,0 days 00:00:17.000000000,0 days 01:13:43.000000000,first_2
22:03,John Hickenloop,"Well, I share the sense of urgency. I’m a scientist, so I recognize that within 10 or 12 years of actually suffering irreversible damage, but you know, guaranteeing everybody a government job is not going to get us there. Socialism, in that sense, is not the solution. We have to look at what really will make a difference.",0 days 00:22:03.000000000,0 days 00:00:22.000000000,0 days 01:14:00.000000000,first_2
22:25,John Hickenloop,"In Colorado, we’re closing a couple coal plants, replacing them with wind, solar, and batteries and the monthly bills go down. We’ve building a network for electric vehicles. We are working with the oil and gas industry, and we created the first methane regulations in the country. Methane is 25 times worse than CO2. Then we’ve got to get to that last part. I mean, the industrial, heavy industry, we haven’t seen the plans yet.",0 days 00:22:25.000000000,0 days 00:00:25.000000000,0 days 01:14:22.000000000,first_2
22:50,John Hickenloop,"If you look at the real problems, CO2, the worst polluters in CO2 was China, it was the United States, and then it’s concrete and it’s extallation. Beyond that, I think we’ve got to recognize that only by bringing people together, businesses, non-profits, we can’t demonize every business. We’ve got to bring them together to be part of this thing, because ultimately-",0 days 00:22:50.000000000,0 days 00:00:20.000000000,0 days 01:14:47.000000000,first_2
23:10,Rachel Maddow,Governor-,0 days 00:23:10.000000000,0 days 00:00:00.000000000,0 days 01:15:07.000000000,first_2
23:10,John Hickenloop,"If we’re not able to do that, we will be doomed to failure. We have no way of doing this without-",0 days 00:23:10.000000000,0 days 00:00:05.000000000,0 days 01:15:07.000000000,first_2
23:15,Rachel Maddow,"Governor, thank you. Vice President Biden, on the issue of how you do this, Democrats are arguing robustly among themselves about what’s the best way to tackle climate change. But if we’re honest, many Republicans, including the President, are still not sure if they believe it is even a serious problem. So, are there significant ways you can cut carbon emissions if you have to do it with no support from Congress?",0 days 00:23:15.000000000,0 days 00:00:24.000000000,0 days 01:15:12.000000000,first_2
23:39,Joe Biden,"The answer is yes. Number one, when our administration, we built the largest wind farm in the world, the largest solar energy facility in the world. We drove down the price, competitive price, of both of those renewable sources. I would immediately insist that we, in fact, build 500,000 recharging stations throughout the United States of America, working with Governors, Mayors, and others, so that we can go to a full electric vehicle future by the year 2030.",0 days 00:23:39.000000000,0 days 00:00:28.000000000,0 days 01:15:36.000000000,first_2
24:07,Joe Biden,"I would make that we invested $400 million dollars in new science and technology to be the exporter, not only of the green economy, but economy that can create millions of jobs. But I would immediately rejoin the Paris Climate Accord. I would up the ante in that Accord, which it calls for, because we make up 15% of the problem. 85% of the world makes up the rest. We have to have someone that knows how to corral the rest of the world, bring them together, and get something done like we did in our administration.",0 days 00:24:07.000000000,0 days 00:00:35.000000000,0 days 01:16:04.000000000,first_2
24:42,Rachel Maddow,"Senator Sanders, I want to give you 30 seconds to follow up, but I’m going to hold you to 30.",0 days 00:24:42.000000000,0 days 00:00:04.000000000,0 days 01:16:39.000000000,first_2
24:46,Bernie Sanders,"Look, the old ways are no longer relevant. The scientists tell us we have 12 years before there is irreparable damage to this planet. This is a global issue. What the President of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending a trillion and a half dollars on weapons of destruction, let us get together for the common enemy, and that is to transform the world energy system away from fossil fuel to energy efficiency and sustainable energy.",0 days 00:24:46.000000000,0 days 00:00:32.000000000,0 days 01:16:43.000000000,first_2
25:18,Rachel Maddow,Thank you.,0 days 00:25:18.000000000,0 days 00:00:01.000000000,0 days 01:17:15.000000000,first_2
25:19,Bernie Sanders,The future of the planet rests on us doing that. [crosstalk 00:25:22],0 days 00:25:19.000000000,0 days 00:00:03.000000000,0 days 01:17:16.000000000,first_2
25:22,Rachel Maddow,Before we leave this topic-,0 days 00:25:22.000000000,0 days 00:00:03.000000000,0 days 01:17:19.000000000,first_2
25:25,Pete Buttigieg,Here’s the solution. Pass the torch. Pass the torch to the generation that’s going to feel the effects of climate change.,0 days 00:25:25.000000000,0 days 00:00:04.000000000,0 days 01:17:22.000000000,first_2
25:29,Bernie Sanders,Take on the fossil fuel [crosstalk 00:25:32],0 days 00:25:29.000000000,0 days 00:00:02.000000000,0 days 01:17:26.000000000,first_2
25:31,Rachel Maddow,"Before we leave this topic, here’s something you all want to weigh in on. Hold one moment.",0 days 00:25:31.000000000,0 days 00:00:07.000000000,0 days 01:17:28.000000000,first_2
25:38,Kamala Harris,campaigns of the Republican Party.,0 days 00:25:38.000000000,0 days 00:00:01.000000000,0 days 01:17:35.000000000,first_2
25:39,Rachel Maddow,Hold one moment.,0 days 00:25:39.000000000,0 days 00:00:01.000000000,0 days 01:17:36.000000000,first_2
25:40,Chuck Todd,Just trust us on this.,0 days 00:25:40.000000000,0 days 00:00:02.000000000,0 days 01:17:37.000000000,first_2
25:42,Marianne Williamson,And the fact that somebody has a younger body doesn’t mean you have old ideas. [crosstalk 00:25:45],0 days 00:25:42.000000000,0 days 00:00:03.000000000,0 days 01:17:39.000000000,first_2
25:45,Marianne Williamson,"John Kennedy did not say, “I have a plan to get a man to the moon, and we’re going to do it, and I think we can all work together, and maybe we can get a man on the moon.” John Kennedy said, “By the end of this decade, we are going to put a man on the moon,” because John Kennedy was back in the day when politics included the people and included imagination, and included great dreams, and included great plans-",0 days 00:25:45.000000000,0 days 00:00:26.000000000,0 days 01:17:42.000000000,first_2
26:11,Rachel Maddow,Ms. Williamson-,0 days 00:26:11.000000000,0 days 00:00:00.000000000,0 days 01:18:08.000000000,first_2
26:11,Chuck Todd,"Thank you, Ms. Williamson-",0 days 00:26:11.000000000,0 days 00:00:00.000000000,0 days 01:18:08.000000000,first_2
26:11,Marianne Williamson,"And I have had a career not making the political plans, but I have had a career harnessing the inspiration and the motivation and the excitement of people-",0 days 00:26:11.000000000,0 days 00:00:09.000000000,0 days 01:18:08.000000000,first_2
